1891
-0.406302, 1, 1, 500, 333
-0.440423, 1, 1, 256, 333
-0.443988, 1, 65, 500, 320
-0.478738, 225, 1, 480, 333
-0.556425, 129, 1, 384, 333
-0.607614, 1, 1, 256, 256
-0.617428, 225, 33, 480, 288
-0.66141, 97, 65, 352, 320
-0.831724, 1, 33, 128, 288
-0.835606, 49, 65, 176, 320
-0.838908, 33, 1, 160, 333
-0.856184, 81, 1, 208, 333
-0.862378, 209, 65, 336, 320
-0.870356, 369, 1, 496, 256
-0.871225, 369, 1, 496, 333
-0.873416, 97, 33, 224, 288
-0.876086, 241, 1, 368, 333
-0.878825, 257, 65, 384, 320
-0.87946, 129, 1, 256, 333
-0.881151, 1, 209, 500, 333
-0.881639, 161, 65, 288, 320
-0.88343, 289, 1, 416, 333
-0.887126, 321, 65, 448, 320
-0.893881, 1, 1, 500, 128
-0.897348, 177, 1, 304, 333
-0.899396, 1, 161, 500, 288
-0.905266, 1, 113, 500, 240
-0.908506, 193, 209, 448, 333
-0.909378, 1, 49, 128, 176
-0.909761, 1, 49, 500, 176
-0.913746, 17, 1, 144, 128
-0.914074, 33, 193, 288, 320
-0.915105, 1, 97, 128, 224
-0.916291, 129, 161, 384, 288
-0.920086, 65, 177, 192, 304
-0.923108, 417, 177, 480, 304
-0.924352, 49, 129, 176, 256
-0.924433, 145, 161, 272, 288
-0.925733, 65, 33, 192, 160
-0.926015, 425, 1, 488, 128
-0.927006, 1, 145, 128, 272
-0.927315, 209, 113, 336, 240
-0.928996, 257, 161, 500, 288
-0.931281, 225, 81, 480, 208
-0.931946, 1, 33, 256, 160
-0.934214, 209, 209, 336, 333
-0.934583, 1, 81, 256, 208
-0.934699, 369, 161, 496, 288
-0.934721, 289, 209, 416, 333
-0.935738, 257, 17, 500, 144
-0.935801, 57, 1, 120, 128
-0.936641, 417, 129, 480, 256
-0.937315, 97, 65, 352, 192
-0.937494, 1, 145, 256, 272
-0.937858, 17, 193, 144, 320
-0.938401, 97, 113, 352, 240
-0.938998, 337, 209, 464, 333
-0.939621, 49, 81, 176, 208
-0.939669, 97, 161, 160, 288
-0.939679, 201, 113, 264, 240
-0.940892, 417, 65, 480, 192
-0.942293, 137, 193, 200, 320
-0.942545, 393, 193, 456, 320
-0.942606, 249, 113, 312, 240
-0.943162, 161, 161, 224, 288
-0.943415, 225, 161, 352, 288
-0.945252, 97, 81, 224, 208
-0.945988, 217, 161, 280, 288
-0.946344, 369, 113, 496, 240
-0.946701, 369, 65, 496, 192
-0.947692, 57, 129, 120, 256
-0.947701, 401, 17, 464, 144
-0.94831, 257, 65, 384, 192
-0.949198, 185, 161, 248, 288
-0.94934, 273, 81, 336, 208
-0.949951, 225, 113, 288, 240
-0.950185, 289, 209, 352, 333
-0.950204, 73, 193, 136, 320
-0.950492, 33, 1, 96, 128
-0.950907, 17, 209, 80, 333
-0.950922, 393, 145, 456, 272
-0.951079, 225, 209, 288, 333
-0.951311, 97, 17, 352, 144
-0.95215, 105, 33, 168, 160
-0.952655, 49, 209, 112, 333
-0.953323, 145, 113, 272, 240
-0.953366, 97, 129, 224, 256
-0.953758, 313, 209, 376, 333
-0.954383, 321, 161, 448, 288
-0.956828, 113, 209, 240, 333
-0.957099, 57, 49, 120, 176
-0.95734, 161, 209, 288, 333
-0.957766, 345, 209, 408, 333
-0.958123, 369, 17, 496, 144
-0.958432, 417, 209, 480, 272
-0.958479, 425, 1, 488, 64
-0.958772, 273, 129, 336, 256
-0.958801, 9, 273, 72, 333
-0.959251, 1, 57, 128, 120
-0.959298, 121, 145, 184, 272
-0.959497, 305, 1, 432, 128
-0.95967, 21, 209, 52, 333
-0.959915, 33, 161, 96, 288
-0.959961, 241, 161, 304, 288
-0.960377, 1, 113, 128, 176
-0.96053, 1, 25, 128, 88
-0.960549, 1, 89, 128, 152
-0.960559, 201, 137, 264, 200
-0.96065, 417, 185, 480, 248
-0.960734, 81, 33, 144, 160
-0.961607, 257, 113, 384, 240
-0.961682, 273, 161, 400, 288
-0.961765, 1, 1, 32, 128
-0.961808, 217, 225, 280, 288
-0.961901, 249, 33, 312, 160
-0.961982, 425, 25, 488, 88
-0.961999, 417, 89, 480, 152
-0.962144, 97, 209, 160, 333
-0.96229, 161, 209, 224, 333
-0.962392, 129, 1, 192, 128
-0.962417, 1, 193, 32, 320
-0.962555, 393, 233, 456, 296
-0.963292, 169, 153, 232, 216
-0.963295, 305, 113, 432, 240
-0.9633, 409, 273, 472, 333
-0.963341, 1, 113, 32, 240
-0.964047, 89, 209, 152, 272
-0.964139, 417, 121, 480, 184
-0.964245, 1, 49, 32, 176
-0.964383, 21, 1, 52, 128
-0.964697, 129, 65, 192, 192
-0.964699, 17, 137, 144, 200
-0.964705, 249, 121, 312, 184
-0.964948, 49, 9, 112, 72
-0.964952, 393, 201, 456, 264
-0.965011, 249, 209, 312, 333
-0.965241, 17, 193, 144, 256
-0.965494, 105, 177, 168, 240
-0.965518, 21, 257, 52, 320
-0.965623, 417, 153, 480, 216
-0.96588, 9, 1, 72, 128
-0.965884, 249, 145, 312, 208
-0.966025, 49, 57, 176, 120
-0.966092, 65, 217, 192, 280
-0.966139, 73, 33, 136, 96
-0.966159, 33, 81, 96, 208
-0.966391, 113, 17, 240, 144
-0.966482, 145, 153, 208, 216
-0.966764, 57, 161, 120, 224
-0.967103, 393, 65, 456, 192
-0.967164, 201, 209, 264, 333
-0.967166, 13, 161, 44, 288
-0.967323, 1, 169, 128, 232
-0.967382, 137, 193, 200, 256
-0.967443, 209, 233, 336, 296
-0.967468, 13, 225, 44, 288
-0.967474, 105, 49, 168, 112
-0.967583, 369, 209, 432, 333
-0.967668, 17, 249, 80, 312
-0.967783, 225, 121, 288, 184
-0.967829, 1, 1, 32, 64
-0.967864, 401, 1, 464, 64
-0.967981, 57, 1, 120, 256
-0.967991, 113, 217, 176, 280
-0.968003, 1, 209, 32, 272
-0.968024, 273, 105, 336, 168
-0.968075, 1, 89, 32, 152
-0.968115, 1, 49, 32, 112
-0.968119, 273, 145, 336, 208
-0.968126, 1, 145, 32, 208
-0.968145, 1, 185, 32, 248
-0.96816, 177, 113, 240, 240
-0.968308, 401, 25, 464, 88
-0.968391, 161, 177, 224, 240
-0.968404, 41, 257, 104, 320
-0.968501, 1, 273, 128, 333
-0.96852, 273, 257, 336, 320
-0.968562, 1, 121, 32, 184
-0.968575, 393, 177, 456, 240
