1967
-0.310156, 1, 33, 500, 288
-0.314981, 1, 1, 500, 375
-0.465723, 161, 1, 416, 375
-0.47255, 257, 1, 500, 375
-0.565815, 1, 1, 256, 375
-0.594144, 1, 129, 500, 375
-0.613793, 193, 33, 448, 288
-0.639243, 97, 1, 352, 256
-0.649321, 225, 129, 480, 375
-0.676976, 1, 1, 256, 256
-0.736926, 1, 129, 256, 375
-0.757347, 129, 129, 384, 375
-0.865142, 273, 1, 400, 375
-0.865929, 353, 1, 480, 256
-0.867882, 209, 1, 336, 256
-0.870068, 337, 1, 464, 375
-0.87261, 257, 1, 384, 256
-0.876728, 161, 1, 288, 375
-0.877695, 1, 193, 500, 320
-0.878801, 305, 65, 432, 320
-0.878935, 49, 1, 176, 256
-0.881024, 1, 1, 128, 256
-0.883239, 225, 1, 352, 375
-0.884565, 97, 1, 224, 256
-0.8859, 161, 1, 288, 256
-0.891689, 1, 1, 128, 375
-0.892441, 49, 1, 176, 375
-0.894444, 113, 1, 240, 375
-0.895962, 1, 81, 500, 208
-0.89625, 145, 129, 272, 375
-0.898037, 353, 129, 480, 375
-0.901248, 33, 97, 160, 352
-0.911872, 1, 33, 500, 160
-0.912435, 257, 129, 384, 375
-0.912829, 129, 1, 384, 128
-0.918033, 97, 129, 224, 375
-0.919031, 1, 145, 500, 272
-0.92037, 257, 161, 500, 288
-0.922209, 1, 1, 256, 128
-0.924073, 129, 209, 384, 336
-0.925291, 193, 129, 320, 375
-0.927897, 161, 81, 416, 208
-0.92915, 1, 241, 500, 368
-0.930797, 1, 177, 256, 304
-0.933617, 225, 1, 352, 128
-0.933772, 257, 49, 500, 176
-0.935994, 257, 1, 500, 128
-0.937233, 1, 65, 256, 192
-0.938881, 337, 161, 464, 288
-0.939684, 225, 209, 480, 336
-0.943036, 97, 1, 224, 128
-0.94456, 177, 1, 304, 128
-0.944573, 145, 177, 208, 304
-0.945609, 129, 177, 256, 304
-0.946275, 273, 49, 400, 176
-0.946319, 257, 113, 500, 240
-0.946319, 161, 161, 416, 288
-0.946327, 321, 97, 384, 224
-0.947463, 33, 1, 160, 128
-0.948661, 177, 209, 304, 336
-0.94888, 289, 145, 416, 272
-0.949097, 1, 17, 64, 144
-0.949527, 241, 1, 304, 128
-0.950048, 345, 65, 408, 192
-0.950118, 233, 193, 296, 320
-0.950487, 265, 1, 328, 128
-0.951079, 345, 113, 408, 240
-0.951245, 225, 193, 352, 320
-0.952045, 233, 241, 296, 368
-0.952105, 289, 1, 352, 128
-0.952194, 353, 113, 480, 240
-0.952342, 417, 145, 480, 272
-0.953444, 89, 1, 152, 128
-0.953483, 273, 1, 400, 128
-0.953514, 1, 241, 256, 368
-0.953677, 33, 1, 96, 128
-0.953973, 321, 209, 448, 336
-0.954344, 217, 1, 280, 128
-0.954564, 353, 65, 480, 192
-0.954735, 369, 209, 496, 336
-0.955512, 137, 1, 200, 128
-0.955715, 337, 1, 464, 128
-0.955951, 297, 65, 360, 192
-0.956174, 161, 33, 224, 160
-0.956381, 193, 1, 256, 128
-0.956776, 9, 65, 72, 192
-0.956913, 369, 161, 432, 288
-0.957807, 265, 209, 328, 336
-0.957984, 417, 49, 480, 176
-0.958784, 209, 49, 336, 176
-0.95987, 49, 177, 176, 304
-0.960138, 65, 17, 128, 144
-0.960345, 377, 1, 440, 128
-0.960592, 137, 225, 200, 352
-0.96081, 337, 161, 400, 288
-0.961144, 129, 65, 256, 192
-0.961513, 417, 97, 480, 224
-0.961674, 129, 65, 192, 192
-0.96175, 369, 113, 432, 240
-0.961866, 281, 161, 344, 288
-0.962481, 305, 97, 432, 224
-0.962732, 177, 161, 304, 288
-0.962773, 145, 185, 208, 248
