1871
-0.345847, 1, 1, 500, 332
-0.35019, 1, 65, 500, 320
-0.4412, 33, 1, 288, 332
-0.4617, 129, 1, 384, 332
-0.556144, 225, 1, 480, 332
-0.570096, 97, 33, 352, 288
-0.612809, 1, 65, 256, 320
-0.62914, 193, 65, 448, 320
-0.851191, 241, 65, 368, 320
-0.863759, 241, 1, 368, 332
-0.864198, 1, 81, 500, 208
-0.864656, 81, 65, 208, 320
-0.866988, 129, 33, 256, 288
-0.86777, 1, 65, 128, 320
-0.86821, 49, 1, 176, 332
-0.870316, 97, 1, 224, 332
-0.876757, 145, 1, 272, 332
-0.881132, 1, 1, 128, 332
-0.882707, 353, 1, 480, 332
-0.883363, 289, 65, 416, 320
-0.884912, 193, 1, 320, 332
-0.886567, 289, 1, 416, 332
-0.887807, 337, 1, 464, 256
-0.893531, 193, 65, 320, 320
-0.895049, 1, 209, 500, 332
-0.895602, 1, 129, 500, 256
-0.907539, 1, 33, 500, 160
-0.912159, 193, 113, 448, 240
-0.917312, 65, 193, 320, 320
-0.919878, 65, 49, 320, 176
-0.926838, 193, 161, 448, 288
-0.928141, 81, 177, 208, 304
-0.929191, 289, 97, 416, 224
-0.931769, 161, 177, 288, 304
-0.932079, 1, 145, 256, 272
-0.933362, 1, 97, 128, 224
-0.935438, 193, 65, 448, 192
-0.936939, 201, 177, 264, 304
-0.93823, 1, 209, 128, 332
-0.938484, 161, 209, 416, 332
-0.939067, 225, 129, 352, 256
-0.941412, 321, 81, 384, 208
-0.942257, 1, 97, 256, 224
-0.943, 137, 177, 200, 304
-0.945258, 97, 129, 352, 256
-0.946094, 9, 97, 72, 224
-0.949542, 33, 81, 96, 208
-0.949809, 65, 209, 128, 332
-0.951656, 289, 177, 416, 304
-0.952034, 9, 193, 72, 320
-0.952135, 241, 81, 368, 208
-0.952407, 1, 145, 128, 272
-0.952828, 361, 145, 424, 272
-0.953085, 33, 129, 96, 256
-0.954375, 89, 161, 152, 288
-0.954831, 225, 177, 352, 304
-0.955337, 81, 65, 208, 192
-0.955841, 57, 81, 120, 208
-0.955896, 49, 129, 176, 256
-0.956365, 353, 145, 480, 272
-0.956882, 297, 81, 360, 208
-0.957176, 161, 193, 224, 320
-0.957216, 297, 161, 360, 288
-0.957287, 113, 177, 176, 304
-0.95746, 257, 209, 500, 332
-0.958187, 289, 49, 416, 176
-0.958282, 65, 225, 128, 288
-0.958489, 257, 65, 320, 192
-0.958793, 345, 65, 408, 192
-0.958884, 273, 161, 336, 288
-0.959127, 321, 193, 384, 320
-0.959772, 193, 17, 448, 144
-0.960286, 161, 49, 288, 176
-0.960835, 113, 241, 176, 304
-0.961967, 89, 209, 152, 332
-0.962058, 241, 209, 304, 332
-0.962078, 57, 129, 120, 256
-0.962195, 233, 129, 296, 256
-0.962251, 321, 129, 384, 256
-0.963222, 353, 81, 480, 208
-0.963243, 225, 33, 352, 160
-0.963441, 1, 105, 64, 168
-0.963941, 65, 1, 320, 128
-0.964213, 209, 225, 272, 288
-0.964495, 9, 145, 72, 272
-0.965056, 185, 201, 248, 264
-0.966197, 305, 89, 368, 152
-0.966313, 137, 241, 200, 304
-0.966608, 369, 97, 432, 224
-0.96688, 177, 241, 240, 304
-0.967089, 81, 81, 144, 208
-0.967173, 89, 265, 152, 328
-0.967303, 145, 217, 272, 280
-0.967531, 161, 129, 288, 256
-0.96759, 113, 241, 240, 304
-0.967872, 17, 129, 80, 192
-0.968007, 41, 121, 104, 184
